RecordID,ProductID,Name,Color,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,Style,ProductSubCategory,ProductCategory,UpdatedListPrice,UpdatedCost,SpecialOfferID,DiscountDescription,DiscountPct,DiscountType,DiscountCategory,StartDate,EndDate,MinQty,MaxQty,Cluster
512,983,"Mountain-400-W Silver, 46",Silver,419.7784,769.49,46.0,CM ,LB ,27.42,W ,Mountain Bikes,Bikes,769.49,419.7784,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
513,984,"Mountain-500 Silver, 40",Silver,308.2179,564.99,40.0,CM ,LB ,27.35,U ,Mountain Bikes,Bikes,564.99,308.2179,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
514,984,"Mountain-500 Silver, 40",Silver,308.2179,564.99,40.0,CM ,LB ,27.35,U ,Mountain Bikes,Bikes,564.99,308.2179,16,Mountain-500 Silver Clearance Sale,0.4,Discontinued Product,Reseller,2014-03-31 00:00:00.000,2013-05-30 00:00:00.000,0,99999999.0,4
515,985,"Mountain-500 Silver, 42",Silver,308.2179,564.99,42.0,CM ,LB ,27.77,U ,Mountain Bikes,Bikes,564.99,308.2179,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
516,985,"Mountain-500 Silver, 42",Silver,308.2179,564.99,42.0,CM ,LB ,27.77,U ,Mountain Bikes,Bikes,564.99,308.2179,16,Mountain-500 Silver Clearance Sale,0.4,Discontinued Product,Reseller,2014-03-31 00:00:00.000,2013-05-30 00:00:00.000,0,99999999.0,4
517,986,"Mountain-500 Silver, 44",Silver,308.2179,564.99,44.0,CM ,LB ,28.13,U ,Mountain Bikes,Bikes,564.99,308.2179,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
518,986,"Mountain-500 Silver, 44",Silver,308.2179,564.99,44.0,CM ,LB ,28.13,U ,Mountain Bikes,Bikes,564.99,308.2179,16,Mountain-500 Silver Clearance Sale,0.4,Discontinued Product,Reseller,2014-03-31 00:00:00.000,2013-05-30 00:00:00.000,0,99999999.0,4
519,987,"Mountain-500 Silver, 48",Silver,308.2179,564.99,48.0,CM ,LB ,28.42,U ,Mountain Bikes,Bikes,564.99,308.2179,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
520,987,"Mountain-500 Silver, 48",Silver,308.2179,564.99,48.0,CM ,LB ,28.42,U ,Mountain Bikes,Bikes,564.99,308.2179,16,Mountain-500 Silver Clearance Sale,0.4,Discontinued Product,Reseller,2014-03-31 00:00:00.000,2013-05-30 00:00:00.000,0,99999999.0,4
521,988,"Mountain-500 Silver, 52",Silver,308.2179,564.99,52.0,CM ,LB ,28.68,U ,Mountain Bikes,Bikes,564.99,308.2179,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
522,988,"Mountain-500 Silver, 52",Silver,308.2179,564.99,52.0,CM ,LB ,28.68,U ,Mountain Bikes,Bikes,564.99,308.2179,16,Mountain-500 Silver Clearance Sale,0.4,Discontinued Product,Reseller,2014-03-31 00:00:00.000,2013-05-30 00:00:00.000,0,99999999.0,4
523,989,"Mountain-500 Black, 40",Black,294.5797,539.99,40.0,CM ,LB ,27.35,U ,Mountain Bikes,Bikes,539.99,294.5797,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
524,990,"Mountain-500 Black, 42",Black,294.5797,539.99,42.0,CM ,LB ,27.77,U ,Mountain Bikes,Bikes,539.99,294.5797,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
525,991,"Mountain-500 Black, 44",Black,294.5797,539.99,44.0,CM ,LB ,28.13,U ,Mountain Bikes,Bikes,539.99,294.5797,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
526,992,"Mountain-500 Black, 48",Black,294.5797,539.99,48.0,CM ,LB ,28.42,U ,Mountain Bikes,Bikes,539.99,294.5797,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
527,993,"Mountain-500 Black, 52",Black,294.5797,539.99,52.0,CM ,LB ,28.68,U ,Mountain Bikes,Bikes,539.99,294.5797,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
528,994,LL Bottom Bracket,No Color,23.9716,53.99,0.0,NA,G  ,223.0,NA,Bottom Brackets,Components,53.99,23.9716,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
529,995,ML Bottom Bracket,No Color,44.9506,101.24,0.0,NA,G  ,168.0,NA,Bottom Brackets,Components,101.24,44.9506,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
530,996,HL Bottom Bracket,No Color,53.9416,121.49,0.0,NA,G  ,170.0,NA,Bottom Brackets,Components,121.49,53.9416,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
531,997,"Road-750 Black, 44",Black,343.6496,539.99,44.0,CM ,LB ,19.77,U ,Road Bikes,Bikes,539.99,343.6496,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
532,998,"Road-750 Black, 48",Black,343.6496,539.99,48.0,CM ,LB ,20.13,U ,Road Bikes,Bikes,539.99,343.6496,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
533,998,"Road-750 Black, 48",Black,343.6496,539.99,48.0,CM ,LB ,20.13,U ,Road Bikes,Bikes,539.99,343.6496,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
534,998,"Road-750 Black, 48",Black,343.6496,539.99,48.0,CM ,LB ,20.13,U ,Road Bikes,Bikes,539.99,343.6496,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
535,999,"Road-750 Black, 52",Black,343.6496,539.99,52.0,CM ,LB ,20.42,U ,Road Bikes,Bikes,539.99,343.6496,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
536,999,"Road-750 Black, 52",Black,343.6496,539.99,52.0,CM ,LB ,20.42,U ,Road Bikes,Bikes,539.99,343.6496,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
